move_id,detected_at,market_id,asset,window,move_start,initial_move,duration_so_far_sec,acceleration_so_far,elapsed_at_detect,direction,entry_ask_at_detect,volatility_at_detect,outcome_ready,move_end,move_duration_sec,max_continuation,max_reversal,time_to_reversal_sec,final_direction,resolution,schema_version,collector_version
3988641@1788142473,2026-08-31T02:14:33.800998+00:00,3988641,ETH,15m,2026-08-31T02:00:00+00:00,0.005266,873.8,,0.9709,UP,,,1,2026-08-31T02:15:00+00:00,26.2,0.005266,0.004876,,UP,CONTINUED,2,0.1.0
3988647@1788142473,2026-08-31T02:14:33.800998+00:00,3988647,SOL,15m,2026-08-31T02:00:00+00:00,0.008277,873.8,,0.9709,UP,,,1,2026-08-31T02:15:00+00:00,26.2,0.008277,0.007587,,UP,CONTINUED,2,0.1.0
3988683@1788142473,2026-08-31T02:14:33.800998+00:00,3988683,BTC,5m,2026-08-31T02:10:00+00:00,0.003143,273.8,,0.9127,UP,,,1,2026-08-31T02:15:00+00:00,26.2,0.003143,0.002925,,UP,CONTINUED,2,0.1.0
3988620@1788142473,2026-08-31T02:14:33.800998+00:00,3988620,XRP,15m,2026-08-31T02:00:00+00:00,0.010465,873.8,,0.9709,UP,,,1,2026-08-31T02:15:00+00:00,26.2,0.010465,0.00972,,UP,CONTINUED,2,0.1.0
3988629@1788142473,2026-08-31T02:14:33.800998+00:00,3988629,BTC,15m,2026-08-31T02:00:00+00:00,0.00504,873.8,,0.9709,UP,,,1,2026-08-31T02:15:00+00:00,26.2,0.00504,0.004822,,UP,CONTINUED,2,0.1.0
3988680@1788142473,2026-08-31T02:14:33.800998+00:00,3988680,ETH,5m,2026-08-31T02:10:00+00:00,0.002829,273.8,,0.9127,UP,,,1,2026-08-31T02:15:00+00:00,26.2,0.002829,0.002441,,UP,CONTINUED,2,0.1.0
3988681@1788142473,2026-08-31T02:14:33.800998+00:00,3988681,XRP,5m,2026-08-31T02:10:00+00:00,0.005708,273.8,,0.9127,UP,,,1,2026-08-31T02:15:00+00:00,26.2,0.005708,0.004967,,UP,CONTINUED,2,0.1.0
3988682@1788142473,2026-08-31T02:14:33.800998+00:00,3988682,SOL,5m,2026-08-31T02:10:00+00:00,0.004516,273.8,,0.9127,UP,,,1,2026-08-31T02:15:00+00:00,26.2,0.004516,0.003828,,UP,CONTINUED,2,0.1.0
3988728@1788142623,2026-08-31T02:17:03.802383+00:00,3988728,XRP,5m,2026-08-31T02:15:00+00:00,0.000997,123.8,,0.4127,UP,0.42,,1,2026-08-31T02:20:00+00:00,176.2,0.001957,-0.002695,75.00067,DOWN,REVERSED,2,0.1.0
3988729@1788142638,2026-08-31T02:17:18.802516+00:00,3988729,SOL,5m,2026-08-31T02:15:00+00:00,0.000587,138.8,,0.4627,UP,0.35,,1,2026-08-31T02:20:00+00:00,161.2,0.000881,-0.001664,45.000393,DOWN,REVERSED,2,0.1.0
3988734@1788142698,2026-08-31T02:18:18.803053+00:00,3988734,BTC,5m,2026-08-31T02:15:00+00:00,-0.000781,198.8,0.4242,0.6627,DOWN,0.98,0.00031484,1,2026-08-31T02:20:00+00:00,101.2,-0.000989,-0.000405,,DOWN,CONTINUED,2,0.1.0
3988731@1788142743,2026-08-31T02:19:03.803404+00:00,3988731,ETH,5m,2026-08-31T02:15:00+00:00,-0.000721,243.8,0.4799,0.8127,DOWN,,0.00030228,1,2026-08-31T02:20:00+00:00,56.2,-0.001022,-0.000696,,DOWN,CONTINUED,2,0.1.0
3988746@1788142923,2026-08-31T02:22:03.804952+00:00,3988746,XRP,5m,2026-08-31T02:20:00+00:00,-0.000814,123.8,,0.4127,DOWN,0.78,,1,2026-08-31T02:25:00+00:00,176.2,-0.000814,0.002147,15.000132,UP,REVERSED,2,0.1.0
3988743@1788142923,2026-08-31T02:22:03.804952+00:00,3988743,ETH,5m,2026-08-31T02:20:00+00:00,-0.000643,123.8,,0.4127,DOWN,0.85,,1,2026-08-31T02:25:00+00:00,176.2,-0.000986,-0.000151,,DOWN,CONTINUED,2,0.1.0
