move_id,detected_at,market_id,asset,window,move_start,initial_move,duration_so_far_sec,acceleration_so_far,elapsed_at_detect,direction,entry_ask_at_detect,volatility_at_detect,outcome_ready,move_end,move_duration_sec,max_continuation,max_reversal,time_to_reversal_sec,final_direction,resolution,schema_version,collector_version
4203756@1788574922,2026-09-05T02:22:02.459733+00:00,4203756,SOL,5m,2026-09-05T02:20:00+00:00,0.000737,122.5,,0.4082,UP,0.64,,1,2026-09-05T02:25:00+00:00,177.5,0.000933,0.00054,,UP,CONTINUED,2,0.1.0
4203757@1788574922,2026-09-05T02:22:02.459733+00:00,4203757,XRP,5m,2026-09-05T02:20:00+00:00,0.001396,122.5,,0.4082,UP,0.85,,1,2026-09-05T02:25:00+00:00,177.5,0.001611,0.000895,,UP,CONTINUED,2,0.1.0
4203746@1788574862,2026-09-05T02:21:02.459246+00:00,4203746,SOL,15m,2026-09-05T02:15:00+00:00,-0.000981,362.5,,0.4027,DOWN,0.75,,1,2026-09-05T02:30:00+00:00,537.5,-0.00108,0.000981,105.000889,DOWN,CONTINUED,2,0.1.0
4203747@1788574862,2026-09-05T02:21:02.459246+00:00,4203747,XRP,15m,2026-09-05T02:15:00+00:00,-0.000787,362.5,,0.4027,DOWN,0.69,,1,2026-09-05T02:30:00+00:00,537.5,-0.001217,0.001503,45.000378,DOWN,CONTINUED,2,0.1.0
4203742@1788575282,2026-09-05T02:28:02.462843+00:00,4203742,ETH,15m,2026-09-05T02:15:00+00:00,-0.000622,782.5,1.8396,0.8694,DOWN,0.95,0.00018182,1,2026-09-05T02:30:00+00:00,117.5,-0.000724,-0.000548,,DOWN,CONTINUED,2,0.1.0
4203820@1788575282,2026-09-05T02:28:02.462843+00:00,4203820,XRP,5m,2026-09-05T02:25:00+00:00,-0.001895,182.5,,0.6082,DOWN,0.98,0.00106075,1,2026-09-05T02:30:00+00:00,117.5,-0.002252,-0.001895,,DOWN,CONTINUED,2,0.1.0
4203821@1788575282,2026-09-05T02:28:02.462843+00:00,4203821,SOL,5m,2026-09-05T02:25:00+00:00,-0.001324,182.5,,0.6082,DOWN,0.94,0.00079664,1,2026-09-05T02:30:00+00:00,117.5,-0.001521,-0.001128,,DOWN,CONTINUED,2,0.1.0
4203825@1788575282,2026-09-05T02:28:02.462843+00:00,4203825,ETH,5m,2026-09-05T02:25:00+00:00,-0.000891,182.5,,0.6082,DOWN,0.98,0.00035877,1,2026-09-05T02:30:00+00:00,117.5,-0.000992,-0.000817,,DOWN,CONTINUED,2,0.1.0
4203741@1788575297,2026-09-05T02:28:17.462953+00:00,4203741,BTC,15m,2026-09-05T02:15:00+00:00,-0.000582,797.5,1.716,0.8861,DOWN,0.86,0.00014886,1,2026-09-05T02:30:00+00:00,102.5,-0.000791,-0.000544,,DOWN,CONTINUED,2,0.1.0
4203847@1788575612,2026-09-05T02:33:32.465642+00:00,4203847,SOL,5m,2026-09-05T02:30:00+00:00,-0.001129,212.5,0.9092,0.7082,DOWN,0.91,0.00036495,1,2026-09-05T02:35:00+00:00,87.5,-0.001129,0.000442,30.000247,UP,REVERSED,2,0.1.0
4203856@1788575612,2026-09-05T02:33:32.465642+00:00,4203856,XRP,5m,2026-09-05T02:30:00+00:00,-0.001218,212.5,0.9001,0.7082,DOWN,0.97,0.00047456,1,2026-09-05T02:35:00+00:00,87.5,-0.001361,0.00043,30.000247,UP,REVERSED,2,0.1.0
4203938@1788575822,2026-09-05T02:37:02.467180+00:00,4203938,SOL,5m,2026-09-05T02:35:00+00:00,0.000687,122.5,,0.4082,UP,0.9,,1,2026-09-05T02:40:00+00:00,177.5,0.000982,0.000491,,UP,CONTINUED,2,0.1.0
4203936@1788575837,2026-09-05T02:37:17.467274+00:00,4203936,XRP,5m,2026-09-05T02:35:00+00:00,0.000609,137.5,,0.4582,UP,0.87,,1,2026-09-05T02:40:00+00:00,162.5,0.000895,0.000251,,UP,CONTINUED,2,0.1.0
4206552@1788582060,2026-09-05T04:21:00.294692+00:00,4206552,SOL,15m,2026-09-05T04:15:00+00:00,0.001179,360.3,,0.4003,UP,0.9,,1,2026-09-05T04:30:00+00:00,539.7,0.001572,0.000786,,UP,CONTINUED,2,0.1.0
4206556@1788582060,2026-09-05T04:21:00.294692+00:00,4206556,XRP,15m,2026-09-05T04:15:00+00:00,0.001505,360.3,,0.4003,UP,0.9,,1,2026-09-05T04:30:00+00:00,539.7,0.001791,0.001075,,UP,CONTINUED,2,0.1.0
4207002@1788582510,2026-09-05T04:28:30.299087+00:00,4207002,SOL,5m,2026-09-05T04:25:00+00:00,-0.000687,210.3,0.5001,0.701,DOWN,0.97,0.0001085,1,2026-09-05T04:30:00+00:00,89.7,-0.000687,-0.000196,,DOWN,CONTINUED,2,0.1.0
4206558@1788582540,2026-09-05T04:29:00.299503+00:00,4206558,ETH,15m,2026-09-05T04:15:00+00:00,0.000569,840.3,0.98,0.9337,UP,,8.335e-05,1,2026-09-05T04:30:00+00:00,59.7,0.000569,0.000532,,UP,CONTINUED,2,0.1.0
4209975@1788596546,2026-09-05T08:22:26.421445+00:00,4209975,XRP,5m,2026-09-05T08:20:00+00:00,-0.000998,146.4,,0.4881,DOWN,0.97,,1,2026-09-05T08:25:00+00:00,153.6,-0.001212,0.0,,DOWN,CONTINUED,2,0.1.0
4209979@1788596591,2026-09-05T08:23:11.421811+00:00,4209979,SOL,5m,2026-09-05T08:20:00+00:00,0.000929,191.4,,0.6381,UP,0.4,0.00027968,1,2026-09-05T08:25:00+00:00,108.6,0.000929,-0.000635,45.00039,DOWN,REVERSED,2,0.1.0
4210030@1788597146,2026-09-05T08:32:26.877224+00:00,4210030,SOL,5m,2026-09-05T08:30:00+00:00,-0.000538,146.9,,0.4896,DOWN,0.9,,1,2026-09-05T08:35:00+00:00,153.1,-0.00132,-0.00044,,DOWN,CONTINUED,2,0.1.0
4210031@1788597161,2026-09-05T08:32:41.877375+00:00,4210031,XRP,5m,2026-09-05T08:30:00+00:00,-0.000927,161.9,,0.5396,DOWN,0.92,,1,2026-09-05T08:35:00+00:00,138.1,-0.001069,-0.000356,,DOWN,CONTINUED,2,0.1.0
4210032@1788597161,2026-09-05T08:32:41.877375+00:00,4210032,BTC,5m,2026-09-05T08:30:00+00:00,-0.000563,161.9,,0.5396,DOWN,0.93,,1,2026-09-05T08:35:00+00:00,138.1,-0.000886,-0.000421,,DOWN,CONTINUED,2,0.1.0
4210042@1788597161,2026-09-05T08:32:41.877375+00:00,4210042,ETH,5m,2026-09-05T08:30:00+00:00,-0.000589,161.9,,0.5396,DOWN,0.89,,1,2026-09-05T08:35:00+00:00,138.1,-0.000817,-0.000422,,DOWN,CONTINUED,2,0.1.0
4210100@1788597431,2026-09-05T08:37:11.879659+00:00,4210100,SOL,5m,2026-09-05T08:35:00+00:00,0.000587,131.9,,0.4396,UP,0.94,,1,2026-09-05T08:40:00+00:00,168.1,0.00137,0.000587,,UP,CONTINUED,2,0.1.0
